#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.170780E+02   0.580201E+03   0.576394E+03   0.706681E-07  -0.651256E-07   0.330427E-02   0.576880E+03   0.579573E+03   0.576880E+03  -0.132617E-04   0.285209E+03   0.284813E+03   0.773127E-05
   0.172497E+02   0.569769E+03   0.566015E+03   0.680191E-07  -0.626887E-07   0.318062E-02   0.566505E+03   0.569150E+03   0.566505E+03  -0.130232E-04   0.280080E+03   0.279684E+03   0.765408E-05
   0.174230E+02   0.559522E+03   0.555820E+03   0.654691E-07  -0.603428E-07   0.306162E-02   0.556315E+03   0.558911E+03   0.556315E+03  -0.127889E-04   0.275042E+03   0.274646E+03   0.757790E-05
   0.175981E+02   0.549458E+03   0.545807E+03   0.630144E-07  -0.580845E-07   0.294705E-02   0.546305E+03   0.548856E+03   0.546305E+03  -0.125588E-04   0.270094E+03   0.269698E+03   0.750267E-05
   0.177750E+02   0.539574E+03   0.535973E+03   0.606516E-07  -0.559107E-07   0.283667E-02   0.536475E+03   0.538980E+03   0.536475E+03  -0.123328E-04   0.265235E+03   0.264839E+03   0.742843E-05
   0.179536E+02   0.529865E+03   0.526313E+03   0.583770E-07  -0.538179E-07   0.273049E-02   0.526820E+03   0.529279E+03   0.526820E+03  -0.121109E-04   0.260462E+03   0.260066E+03   0.735511E-05
   0.181341E+02   0.520329E+03   0.516825E+03   0.561874E-07  -0.518033E-07   0.262822E-02   0.517336E+03   0.519751E+03   0.517336E+03  -0.118928E-04   0.255773E+03   0.255377E+03   0.728274E-05
   0.183163E+02   0.510963E+03   0.507506E+03   0.540797E-07  -0.498639E-07   0.252984E-02   0.508021E+03   0.510392E+03   0.508021E+03  -0.116787E-04   0.251168E+03   0.250772E+03   0.721125E-05
   0.185004E+02   0.501764E+03   0.498354E+03   0.520509E-07  -0.479972E-07   0.243508E-02   0.498873E+03   0.501202E+03   0.498873E+03  -0.114684E-04   0.246646E+03   0.246250E+03   0.714067E-05
   0.186863E+02   0.492729E+03   0.489364E+03   0.500979E-07  -0.462000E-07   0.234389E-02   0.489887E+03   0.492173E+03   0.489887E+03  -0.112618E-04   0.242204E+03   0.241808E+03   0.707093E-05
   0.188741E+02   0.483854E+03   0.480534E+03   0.482179E-07  -0.444700E-07   0.225608E-02   0.481061E+03   0.483307E+03   0.481061E+03  -0.110589E-04   0.237841E+03   0.237445E+03   0.700208E-05
   0.190638E+02   0.475138E+03   0.471862E+03   0.464082E-07  -0.428046E-07   0.217154E-02   0.472392E+03   0.474598E+03   0.472392E+03  -0.108596E-04   0.233556E+03   0.233159E+03   0.693407E-05
   0.192554E+02   0.466578E+03   0.463346E+03   0.446664E-07  -0.412016E-07   0.209024E-02   0.463879E+03   0.466045E+03   0.463879E+03  -0.106639E-04   0.229347E+03   0.228951E+03   0.686691E-05
   0.194489E+02   0.458170E+03   0.454980E+03   0.429896E-07  -0.396584E-07   0.201189E-02   0.455517E+03   0.457644E+03   0.455517E+03  -0.104717E-04   0.225214E+03   0.224817E+03   0.680054E-05
   0.196444E+02   0.449912E+03   0.446763E+03   0.413755E-07  -0.381728E-07   0.193652E-02   0.447305E+03   0.449393E+03   0.447305E+03  -0.102829E-04   0.221153E+03   0.220757E+03   0.673496E-05
   0.198418E+02   0.441802E+03   0.438693E+03   0.398219E-07  -0.367428E-07   0.186395E-02   0.439238E+03   0.441289E+03   0.439238E+03  -0.100975E-04   0.217166E+03   0.216769E+03   0.667018E-05
   0.200412E+02   0.433836E+03   0.430768E+03   0.383265E-07  -0.353664E-07   0.179413E-02   0.431317E+03   0.433330E+03   0.431317E+03  -0.991537E-05   0.213250E+03   0.212853E+03   0.660618E-05
   0.202427E+02   0.426013E+03   0.422984E+03   0.368870E-07  -0.340413E-07   0.172692E-02   0.423536E+03   0.425513E+03   0.423536E+03  -0.973650E-05   0.209403E+03   0.209006E+03   0.654294E-05
   0.204461E+02   0.418329E+03   0.415338E+03   0.355013E-07  -0.327658E-07   0.166212E-02   0.415894E+03   0.417835E+03   0.415894E+03  -0.956082E-05   0.205626E+03   0.205228E+03   0.648044E-05
   0.206516E+02   0.410782E+03   0.407829E+03   0.341675E-07  -0.315379E-07   0.159985E-02   0.408388E+03   0.410295E+03   0.408388E+03  -0.938828E-05   0.201915E+03   0.201518E+03   0.641867E-05
   0.208591E+02   0.403371E+03   0.400455E+03   0.328838E-07  -0.303561E-07   0.153989E-02   0.401017E+03   0.402889E+03   0.401017E+03  -0.921884E-05   0.198272E+03   0.197874E+03   0.635763E-05
   0.210688E+02   0.396091E+03   0.393212E+03   0.316481E-07  -0.292183E-07   0.148210E-02   0.393778E+03   0.395616E+03   0.393778E+03  -0.905240E-05   0.194693E+03   0.194295E+03   0.629729E-05
   0.212805E+02   0.388941E+03   0.386098E+03   0.304586E-07  -0.281232E-07   0.142653E-02   0.386667E+03   0.388472E+03   0.386667E+03  -0.888894E-05   0.191178E+03   0.190780E+03   0.623766E-05
   0.214944E+02   0.381920E+03   0.379112E+03   0.293137E-07  -0.270690E-07   0.137307E-02   0.379684E+03   0.381456E+03   0.379684E+03  -0.872841E-05   0.187726E+03   0.187327E+03   0.617869E-05
   0.217104E+02   0.375024E+03   0.372251E+03   0.282117E-07  -0.260543E-07   0.132154E-02   0.372826E+03   0.374567E+03   0.372826E+03  -0.857076E-05   0.184335E+03   0.183937E+03   0.612042E-05
   0.219286E+02   0.368251E+03   0.365512E+03   0.271510E-07  -0.250775E-07   0.127199E-02   0.366090E+03   0.367799E+03   0.366090E+03  -0.841591E-05   0.181006E+03   0.180607E+03   0.606281E-05
   0.221490E+02   0.361599E+03   0.358893E+03   0.261300E-07  -0.241372E-07   0.122429E-02   0.359475E+03   0.361153E+03   0.359475E+03  -0.826383E-05   0.177735E+03   0.177336E+03   0.600585E-05
   0.223716E+02   0.355067E+03   0.352393E+03   0.251472E-07  -0.232321E-07   0.117837E-02   0.352978E+03   0.354626E+03   0.352978E+03  -0.811447E-05   0.174523E+03   0.174124E+03   0.594953E-05
   0.225965E+02   0.348651E+03   0.346009E+03   0.242013E-07  -0.223609E-07   0.113414E-02   0.346597E+03   0.348215E+03   0.346597E+03  -0.796778E-05   0.171369E+03   0.170970E+03   0.589384E-05
   0.228235E+02   0.342350E+03   0.339740E+03   0.232910E-07  -0.215224E-07   0.109158E-02   0.340331E+03   0.341920E+03   0.340331E+03  -0.782374E-05   0.168272E+03   0.167872E+03   0.583877E-05
   0.230529E+02   0.336162E+03   0.333582E+03   0.224146E-07  -0.207152E-07   0.105063E-02   0.334176E+03   0.335736E+03   0.334176E+03  -0.768225E-05   0.165229E+03   0.164829E+03   0.578432E-05
   0.232846E+02   0.330085E+03   0.327535E+03   0.215712E-07  -0.199382E-07   0.101119E-02   0.328132E+03   0.329664E+03   0.328132E+03  -0.754330E-05   0.162241E+03   0.161841E+03   0.573046E-05
   0.235186E+02   0.324116E+03   0.321596E+03   0.207593E-07  -0.191903E-07   0.973251E-03   0.322196E+03   0.323700E+03   0.322196E+03  -0.740684E-05   0.159307E+03   0.158906E+03   0.567720E-05
   0.237550E+02   0.318255E+03   0.315764E+03   0.199780E-07  -0.184704E-07   0.936705E-03   0.316367E+03   0.317844E+03   0.316367E+03  -0.727283E-05   0.156425E+03   0.156024E+03   0.562453E-05
   0.239937E+02   0.312498E+03   0.310035E+03   0.192259E-07  -0.177775E-07   0.901557E-03   0.310641E+03   0.312091E+03   0.310641E+03  -0.714121E-05   0.153595E+03   0.153194E+03   0.557242E-05
   0.242349E+02   0.306844E+03   0.304410E+03   0.185020E-07  -0.171105E-07   0.867726E-03   0.305019E+03   0.306442E+03   0.305019E+03  -0.701195E-05   0.150815E+03   0.150414E+03   0.552088E-05
   0.244785E+02   0.301292E+03   0.298885E+03   0.178052E-07  -0.164684E-07   0.835134E-03   0.299496E+03   0.300895E+03   0.299496E+03  -0.688501E-05   0.148085E+03   0.147684E+03   0.546991E-05
   0.247244E+02   0.295839E+03   0.293459E+03   0.171347E-07  -0.158505E-07   0.803791E-03   0.294074E+03   0.295447E+03   0.294074E+03  -0.676035E-05   0.145405E+03   0.145003E+03   0.541947E-05
   0.249729E+02   0.290484E+03   0.288131E+03   0.164892E-07  -0.152557E-07   0.773608E-03   0.288748E+03   0.290096E+03   0.288748E+03  -0.663791E-05   0.142772E+03   0.142370E+03   0.536957E-05
   0.252239E+02   0.285225E+03   0.282898E+03   0.158680E-07  -0.146831E-07   0.744543E-03   0.283518E+03   0.284841E+03   0.283518E+03  -0.651768E-05   0.140186E+03   0.139784E+03   0.532022E-05
   0.254774E+02   0.280060E+03   0.277758E+03   0.152701E-07  -0.141320E-07   0.716585E-03   0.278381E+03   0.279681E+03   0.278381E+03  -0.639959E-05   0.137647E+03   0.137244E+03   0.527138E-05
   0.257335E+02   0.274989E+03   0.272712E+03   0.146947E-07  -0.136016E-07   0.689679E-03   0.273337E+03   0.274613E+03   0.273337E+03  -0.628364E-05   0.135154E+03   0.134751E+03   0.522305E-05
   0.259921E+02   0.270007E+03   0.267755E+03   0.141408E-07  -0.130910E-07   0.663758E-03   0.268383E+03   0.269636E+03   0.268383E+03  -0.616975E-05   0.132705E+03   0.132301E+03   0.517525E-05
   0.262533E+02   0.265116E+03   0.262887E+03   0.136078E-07  -0.125995E-07   0.638822E-03   0.263518E+03   0.264748E+03   0.263518E+03  -0.605791E-05   0.130300E+03   0.129896E+03   0.512793E-05
   0.265172E+02   0.260312E+03   0.258107E+03   0.130947E-07  -0.121265E-07   0.614838E-03   0.258740E+03   0.259948E+03   0.258740E+03  -0.594807E-05   0.127938E+03   0.127534E+03   0.508110E-05
   0.267837E+02   0.255594E+03   0.253413E+03   0.126010E-07  -0.116712E-07   0.591725E-03   0.254048E+03   0.255234E+03   0.254048E+03  -0.584022E-05   0.125618E+03   0.125214E+03   0.503478E-05
   0.270529E+02   0.250961E+03   0.248802E+03   0.121257E-07  -0.112329E-07   0.569486E-03   0.249441E+03   0.250605E+03   0.249441E+03  -0.573429E-05   0.123341E+03   0.122936E+03   0.498891E-05
   0.273248E+02   0.246411E+03   0.244275E+03   0.116683E-07  -0.108111E-07   0.548079E-03   0.244916E+03   0.246059E+03   0.244916E+03  -0.563027E-05   0.121104E+03   0.120699E+03   0.494354E-05
   0.275994E+02   0.241943E+03   0.239828E+03   0.112281E-07  -0.104051E-07   0.527482E-03   0.240472E+03   0.241594E+03   0.240472E+03  -0.552811E-05   0.118907E+03   0.118502E+03   0.489862E-05
   0.278767E+02   0.237556E+03   0.235462E+03   0.108045E-07  -0.100143E-07   0.507665E-03   0.236108E+03   0.237210E+03   0.236108E+03  -0.542780E-05   0.116750E+03   0.116344E+03   0.485416E-05
   0.281569E+02   0.233247E+03   0.231174E+03   0.103967E-07  -0.963818E-08   0.488584E-03   0.231823E+03   0.232905E+03   0.231823E+03  -0.532928E-05   0.114631E+03   0.114225E+03   0.481016E-05
   0.284399E+02   0.229015E+03   0.226963E+03   0.100043E-07  -0.927614E-08   0.470205E-03   0.227614E+03   0.228677E+03   0.227614E+03  -0.523253E-05   0.112551E+03   0.112144E+03   0.476660E-05
   0.287257E+02   0.224860E+03   0.222828E+03   0.962662E-08  -0.892767E-08   0.452534E-03   0.223481E+03   0.224524E+03   0.223481E+03  -0.513752E-05   0.110508E+03   0.110101E+03   0.472347E-05
   0.290144E+02   0.220779E+03   0.218767E+03   0.926313E-08  -0.859227E-08   0.435513E-03   0.219422E+03   0.220447E+03   0.219422E+03  -0.504422E-05   0.108501E+03   0.108094E+03   0.468078E-05
   0.293060E+02   0.216772E+03   0.214779E+03   0.891335E-08  -0.826948E-08   0.419154E-03   0.215437E+03   0.216443E+03   0.215437E+03  -0.495260E-05   0.106531E+03   0.106124E+03   0.463853E-05
   0.296005E+02   0.212836E+03   0.210863E+03   0.857668E-08  -0.795876E-08   0.403380E-03   0.211523E+03   0.212511E+03   0.211523E+03  -0.486263E-05   0.104596E+03   0.104189E+03   0.459669E-05
   0.298980E+02   0.208972E+03   0.207017E+03   0.825267E-08  -0.765970E-08   0.388201E-03   0.207680E+03   0.208649E+03   0.207680E+03  -0.477427E-05   0.102696E+03   0.102288E+03   0.455527E-05
   0.301985E+02   0.205176E+03   0.203240E+03   0.794085E-08  -0.737185E-08   0.373604E-03   0.203905E+03   0.204857E+03   0.203905E+03  -0.468749E-05   0.100831E+03   0.100422E+03   0.451426E-05
   0.305020E+02   0.201450E+03   0.199532E+03   0.764078E-08  -0.709483E-08   0.359557E-03   0.200199E+03   0.201133E+03   0.200199E+03  -0.460229E-05   0.989984E+02   0.985893E+02   0.447366E-05
   0.308086E+02   0.197790E+03   0.195890E+03   0.735197E-08  -0.682818E-08   0.346028E-03   0.196559E+03   0.197477E+03   0.196559E+03  -0.451862E-05   0.971990E+02   0.967896E+02   0.443344E-05
   0.311182E+02   0.194196E+03   0.192313E+03   0.707403E-08  -0.657152E-08   0.333016E-03   0.192985E+03   0.193885E+03   0.192985E+03  -0.443645E-05   0.954321E+02   0.950222E+02   0.439364E-05
   0.314310E+02   0.190667E+03   0.188801E+03   0.680655E-08  -0.632451E-08   0.320472E-03   0.189475E+03   0.190359E+03   0.189475E+03  -0.435576E-05   0.936969E+02   0.932867E+02   0.435421E-05
   0.317468E+02   0.187202E+03   0.185352E+03   0.654915E-08  -0.608678E-08   0.308407E-03   0.186028E+03   0.186896E+03   0.186028E+03  -0.427653E-05   0.919932E+02   0.915825E+02   0.431517E-05
   0.320659E+02   0.183798E+03   0.181965E+03   0.630143E-08  -0.585795E-08   0.296818E-03   0.182643E+03   0.183496E+03   0.182643E+03  -0.419872E-05   0.903200E+02   0.899089E+02   0.427651E-05
   0.323882E+02   0.180456E+03   0.178639E+03   0.606303E-08  -0.563771E-08   0.285632E-03   0.179319E+03   0.180157E+03   0.179319E+03  -0.412231E-05   0.886769E+02   0.882654E+02   0.423823E-05
   0.327137E+02   0.177175E+03   0.175373E+03   0.583360E-08  -0.542573E-08   0.274890E-03   0.176056E+03   0.176877E+03   0.176056E+03  -0.404727E-05   0.870634E+02   0.866515E+02   0.420031E-05
   0.330424E+02   0.173952E+03   0.172166E+03   0.561283E-08  -0.522174E-08   0.264539E-03   0.172851E+03   0.173658E+03   0.172851E+03  -0.397360E-05   0.854792E+02   0.850668E+02   0.416276E-05
   0.333745E+02   0.170788E+03   0.169017E+03   0.540035E-08  -0.502538E-08   0.254582E-03   0.169703E+03   0.170496E+03   0.169703E+03  -0.390124E-05   0.839233E+02   0.835105E+02   0.412556E-05
   0.337099E+02   0.167680E+03   0.165924E+03   0.519588E-08  -0.483639E-08   0.244997E-03   0.166613E+03   0.167391E+03   0.166613E+03  -0.383020E-05   0.823955E+02   0.819823E+02   0.408872E-05
   0.340487E+02   0.164629E+03   0.162887E+03   0.499911E-08  -0.465450E-08   0.235769E-03   0.163578E+03   0.164341E+03   0.163578E+03  -0.376043E-05   0.808952E+02   0.804816E+02   0.405223E-05
   0.343909E+02   0.161633E+03   0.159905E+03   0.480977E-08  -0.447945E-08   0.226888E-03   0.160598E+03   0.161348E+03   0.160598E+03  -0.369192E-05   0.794221E+02   0.790081E+02   0.401609E-05
   0.347366E+02   0.158690E+03   0.156976E+03   0.462755E-08  -0.431096E-08   0.218351E-03   0.157671E+03   0.158407E+03   0.157671E+03  -0.362465E-05   0.779754E+02   0.775610E+02   0.398029E-05
   0.350857E+02   0.155801E+03   0.154101E+03   0.445219E-08  -0.414879E-08   0.210116E-03   0.154798E+03   0.155520E+03   0.154798E+03  -0.355858E-05   0.765549E+02   0.761400E+02   0.394483E-05
   0.354383E+02   0.152964E+03   0.151277E+03   0.428345E-08  -0.399272E-08   0.202204E-03   0.151976E+03   0.152685E+03   0.151976E+03  -0.349371E-05   0.751599E+02   0.747446E+02   0.390970E-05
   0.357944E+02   0.150178E+03   0.148504E+03   0.412107E-08  -0.384252E-08   0.194587E-03   0.149205E+03   0.149902E+03   0.149205E+03  -0.343002E-05   0.737903E+02   0.733745E+02   0.387490E-05
   0.361542E+02   0.147442E+03   0.145781E+03   0.396481E-08  -0.369795E-08   0.187263E-03   0.146484E+03   0.147168E+03   0.146484E+03  -0.336747E-05   0.724452E+02   0.720290E+02   0.384043E-05
   0.365175E+02   0.144756E+03   0.143107E+03   0.381444E-08  -0.355881E-08   0.180206E-03   0.143812E+03   0.144484E+03   0.143812E+03  -0.330605E-05   0.711244E+02   0.707077E+02   0.380627E-05
   0.368846E+02   0.142118E+03   0.140482E+03   0.366974E-08  -0.342490E-08   0.173419E-03   0.141189E+03   0.141848E+03   0.141189E+03  -0.324573E-05   0.698275E+02   0.694103E+02   0.377243E-05
   0.372553E+02   0.139527E+03   0.137904E+03   0.353049E-08  -0.329602E-08   0.166875E-03   0.138612E+03   0.139259E+03   0.138612E+03  -0.318651E-05   0.685539E+02   0.681364E+02   0.373891E-05
   0.376297E+02   0.136984E+03   0.135372E+03   0.339651E-08  -0.317199E-08   0.160591E-03   0.136083E+03   0.136718E+03   0.136083E+03  -0.312836E-05   0.673035E+02   0.668855E+02   0.370570E-05
   0.380079E+02   0.134487E+03   0.132886E+03   0.326758E-08  -0.305261E-08   0.154532E-03   0.133599E+03   0.134222E+03   0.133599E+03  -0.307125E-05   0.660756E+02   0.656571E+02   0.367279E-05
   0.383898E+02   0.132034E+03   0.130445E+03   0.314351E-08  -0.293772E-08   0.148714E-03   0.131160E+03   0.131772E+03   0.131160E+03  -0.301518E-05   0.648698E+02   0.644508E+02   0.364018E-05
   0.387757E+02   0.129626E+03   0.128048E+03   0.302412E-08  -0.282714E-08   0.143104E-03   0.128764E+03   0.129366E+03   0.128764E+03  -0.296012E-05   0.636858E+02   0.632664E+02   0.360787E-05
   0.391654E+02   0.127261E+03   0.125695E+03   0.290925E-08  -0.272073E-08   0.137705E-03   0.126413E+03   0.127003E+03   0.126413E+03  -0.290606E-05   0.625233E+02   0.621034E+02   0.357586E-05
   0.395590E+02   0.124940E+03   0.123384E+03   0.279870E-08  -0.261831E-08   0.132514E-03   0.124103E+03   0.124683E+03   0.124103E+03  -0.285297E-05   0.613817E+02   0.609614E+02   0.354414E-05
   0.399566E+02   0.122660E+03   0.121114E+03   0.269233E-08  -0.251974E-08   0.127518E-03   0.121836E+03   0.122405E+03   0.121836E+03  -0.280084E-05   0.602607E+02   0.598400E+02   0.351271E-05
   0.403581E+02   0.120421E+03   0.118886E+03   0.258998E-08  -0.242487E-08   0.122713E-03   0.119609E+03   0.120168E+03   0.119609E+03  -0.274965E-05   0.591600E+02   0.587388E+02   0.348156E-05
   0.407637E+02   0.118223E+03   0.116698E+03   0.249150E-08  -0.233358E-08   0.118079E-03   0.117423E+03   0.117971E+03   0.117423E+03  -0.269939E-05   0.580793E+02   0.576577E+02   0.345070E-05
   0.411734E+02   0.116064E+03   0.114549E+03   0.239673E-08  -0.224571E-08   0.113624E-03   0.115276E+03   0.115814E+03   0.115276E+03  -0.265004E-05   0.570181E+02   0.565959E+02   0.342011E-05
   0.415872E+02   0.113945E+03   0.112439E+03   0.230555E-08  -0.216115E-08   0.109338E-03   0.113168E+03   0.113696E+03   0.113168E+03  -0.260158E-05   0.559760E+02   0.555534E+02   0.338980E-05
   0.420052E+02   0.111864E+03   0.110368E+03   0.221781E-08  -0.207976E-08   0.105212E-03   0.111098E+03   0.111617E+03   0.111098E+03  -0.255400E-05   0.549528E+02   0.545297E+02   0.335976E-05
   0.424273E+02   0.109820E+03   0.108334E+03   0.213339E-08  -0.200144E-08   0.101246E-03   0.109066E+03   0.109575E+03   0.109066E+03  -0.250728E-05   0.539482E+02   0.535247E+02   0.332999E-05
   0.428537E+02   0.107814E+03   0.106336E+03   0.205216E-08  -0.192606E-08   0.974256E-04   0.107070E+03   0.107570E+03   0.107070E+03  -0.246140E-05   0.529617E+02   0.525377E+02   0.330049E-05
   0.432844E+02   0.105844E+03   0.104375E+03   0.197400E-08  -0.185352E-08   0.937483E-04   0.105111E+03   0.105601E+03   0.105111E+03  -0.241635E-05   0.519930E+02   0.515686E+02   0.327125E-05
   0.437195E+02   0.103909E+03   0.102449E+03   0.189879E-08  -0.178370E-08   0.902098E-04   0.103187E+03   0.103668E+03   0.103187E+03  -0.237212E-05   0.510419E+02   0.506169E+02   0.324226E-05
   0.441588E+02   0.102010E+03   0.100559E+03   0.182643E-08  -0.171652E-08   0.868041E-04   0.101298E+03   0.101770E+03   0.101298E+03  -0.232869E-05   0.501081E+02   0.496826E+02   0.321354E-05
   0.446026E+02   0.100145E+03   0.987019E+02   0.175681E-08  -0.165185E-08   0.835295E-04   0.994425E+02   0.999067E+02   0.994425E+02  -0.228605E-05   0.491910E+02   0.487652E+02   0.318507E-05
   0.450509E+02   0.983135E+02   0.968787E+02   0.168982E-08  -0.158962E-08   0.803754E-04   0.976210E+02   0.980768E+02   0.976210E+02  -0.224417E-05   0.482906E+02   0.478643E+02   0.315685E-05
   0.455037E+02   0.965154E+02   0.950886E+02   0.162537E-08  -0.152973E-08   0.773394E-04   0.958326E+02   0.962799E+02   0.958326E+02  -0.220306E-05   0.474065E+02   0.469797E+02   0.312888E-05
   0.459610E+02   0.947499E+02   0.933311E+02   0.156336E-08  -0.147210E-08   0.744180E-04   0.940767E+02   0.945158E+02   0.940767E+02  -0.216269E-05   0.465385E+02   0.461113E+02   0.310116E-05
   0.464229E+02   0.930163E+02   0.916052E+02   0.150369E-08  -0.141663E-08   0.716070E-04   0.923524E+02   0.927835E+02   0.923524E+02  -0.212305E-05   0.456862E+02   0.452584E+02   0.307367E-05
   0.468895E+02   0.913141E+02   0.899105E+02   0.144628E-08  -0.136325E-08   0.689055E-04   0.906593E+02   0.910825E+02   0.906593E+02  -0.208413E-05   0.448493E+02   0.444210E+02   0.304643E-05
   0.473607E+02   0.896428E+02   0.882466E+02   0.139105E-08  -0.131188E-08   0.663041E-04   0.889970E+02   0.894124E+02   0.889970E+02  -0.204592E-05   0.440275E+02   0.435988E+02   0.301943E-05
   0.478367E+02   0.880018E+02   0.866128E+02   0.133790E-08  -0.126244E-08   0.637979E-04   0.873647E+02   0.877726E+02   0.873647E+02  -0.200839E-05   0.432207E+02   0.427915E+02   0.299266E-05
   0.483174E+02   0.863906E+02   0.850087E+02   0.128678E-08  -0.121486E-08   0.613860E-04   0.857622E+02   0.861626E+02   0.857622E+02  -0.197156E-05   0.424285E+02   0.419989E+02   0.296613E-05
   0.488031E+02   0.848085E+02   0.834336E+02   0.123759E-08  -0.116907E-08   0.590664E-04   0.841886E+02   0.845817E+02   0.841886E+02  -0.193538E-05   0.416507E+02   0.412206E+02   0.293982E-05
   0.492935E+02   0.832551E+02   0.818870E+02   0.119026E-08  -0.112501E-08   0.568360E-04   0.826436E+02   0.830294E+02   0.826436E+02  -0.189986E-05   0.408869E+02   0.404563E+02   0.291375E-05
   0.497890E+02   0.817299E+02   0.803684E+02   0.114473E-08  -0.108260E-08   0.546886E-04   0.811265E+02   0.815053E+02   0.811265E+02  -0.186499E-05   0.401370E+02   0.397059E+02   0.288789E-05
   0.502893E+02   0.802325E+02   0.788775E+02   0.110093E-08  -0.104180E-08   0.526191E-04   0.796372E+02   0.800089E+02   0.796372E+02  -0.183075E-05   0.394008E+02   0.389692E+02   0.286227E-05
   0.507947E+02   0.787621E+02   0.774135E+02   0.105878E-08  -0.100252E-08   0.506311E-04   0.781747E+02   0.785396E+02   0.781747E+02  -0.179713E-05   0.386778E+02   0.382458E+02   0.283686E-05
   0.513052E+02   0.773184E+02   0.759760E+02   0.101823E-08  -0.964726E-09   0.487173E-04   0.767387E+02   0.770969E+02   0.767387E+02  -0.176412E-05   0.379680E+02   0.375355E+02   0.281167E-05
   0.518209E+02   0.759009E+02   0.745646E+02   0.979226E-09  -0.928353E-09   0.468726E-04   0.753288E+02   0.756804E+02   0.753288E+02  -0.173170E-05   0.372710E+02   0.368381E+02   0.278669E-05
   0.523417E+02   0.745093E+02   0.731789E+02   0.941702E-09  -0.893354E-09   0.451033E-04   0.739446E+02   0.742898E+02   0.739446E+02  -0.169988E-05   0.365868E+02   0.361534E+02   0.276194E-05
   0.528677E+02   0.731427E+02   0.718183E+02   0.905599E-09  -0.859668E-09   0.433953E-04   0.725854E+02   0.729242E+02   0.725854E+02  -0.166864E-05   0.359149E+02   0.354810E+02   0.273739E-05
   0.533991E+02   0.718010E+02   0.704823E+02   0.870867E-09  -0.827252E-09   0.417541E-04   0.712508E+02   0.715834E+02   0.712508E+02  -0.163796E-05   0.352552E+02   0.348209E+02   0.271305E-05
   0.539357E+02   0.704837E+02   0.691705E+02   0.837453E-09  -0.796056E-09   0.401776E-04   0.699405E+02   0.702670E+02   0.699405E+02  -0.160784E-05   0.346075E+02   0.341727E+02   0.268891E-05
   0.544778E+02   0.691904E+02   0.678827E+02   0.805312E-09  -0.766038E-09   0.386578E-04   0.686541E+02   0.689746E+02   0.686541E+02  -0.157826E-05   0.339716E+02   0.335364E+02   0.266499E-05
   0.550253E+02   0.679205E+02   0.666182E+02   0.774389E-09  -0.737147E-09   0.371936E-04   0.673910E+02   0.677056E+02   0.673910E+02  -0.154923E-05   0.333472E+02   0.329115E+02   0.264126E-05
   0.555783E+02   0.666736E+02   0.653765E+02   0.744641E-09  -0.709345E-09   0.357846E-04   0.661508E+02   0.664596E+02   0.661508E+02  -0.152071E-05   0.327342E+02   0.322980E+02   0.261774E-05
   0.561369E+02   0.654494E+02   0.641575E+02   0.716024E-09  -0.682590E-09   0.344315E-04   0.649331E+02   0.652363E+02   0.649331E+02  -0.149272E-05   0.321322E+02   0.316956E+02   0.259441E-05
   0.567010E+02   0.642476E+02   0.629607E+02   0.688498E-09  -0.656845E-09   0.331287E-04   0.637377E+02   0.640352E+02   0.637377E+02  -0.146524E-05   0.315413E+02   0.311043E+02   0.257128E-05
   0.572709E+02   0.630675E+02   0.617855E+02   0.662015E-09  -0.632068E-09   0.318738E-04   0.625639E+02   0.628559E+02   0.625639E+02  -0.143826E-05   0.309611E+02   0.305236E+02   0.254835E-05
   0.578465E+02   0.619088E+02   0.606316E+02   0.636541E-09  -0.608224E-09   0.306680E-04   0.614114E+02   0.616981E+02   0.614114E+02  -0.141176E-05   0.303914E+02   0.299534E+02   0.252561E-05
   0.584279E+02   0.607712E+02   0.594987E+02   0.612035E-09  -0.585279E-09   0.295071E-04   0.602799E+02   0.605613E+02   0.602799E+02  -0.138575E-05   0.298320E+02   0.293936E+02   0.250305E-05
   0.590150E+02   0.596544E+02   0.583865E+02   0.588465E-09  -0.563200E-09   0.283892E-04   0.591690E+02   0.594452E+02   0.591690E+02  -0.136021E-05   0.292829E+02   0.288441E+02   0.248069E-05
   0.596082E+02   0.585578E+02   0.572944E+02   0.565789E-09  -0.541951E-09   0.273161E-04   0.580782E+02   0.583493E+02   0.580782E+02  -0.133514E-05   0.287437E+02   0.283044E+02   0.245852E-05
   0.602073E+02   0.574811E+02   0.562221E+02   0.543977E-09  -0.521503E-09   0.262791E-04   0.570073E+02   0.572734E+02   0.570073E+02  -0.131052E-05   0.282144E+02   0.277746E+02   0.243652E-05
   0.608124E+02   0.564240E+02   0.551693E+02   0.522996E-09  -0.501825E-09   0.252836E-04   0.559558E+02   0.562170E+02   0.559558E+02  -0.128635E-05   0.276946E+02   0.272544E+02   0.241471E-05
   0.614236E+02   0.553862E+02   0.541357E+02   0.502814E-09  -0.482889E-09   0.243264E-04   0.549235E+02   0.551799E+02   0.549235E+02  -0.126261E-05   0.271843E+02   0.267437E+02   0.239309E-05
   0.620408E+02   0.543673E+02   0.531209E+02   0.483403E-09  -0.464668E-09   0.234062E-04   0.539100E+02   0.541617E+02   0.539100E+02  -0.123932E-05   0.266833E+02   0.262422E+02   0.237164E-05
